Geneid,EBY_1,EBY_2,EBY_3,EBY-U_1,EBY-GNSR_1,EBY-GNSR_2,EBY-GNHR_1,EBY-GNHR_2,EBY-GNHR_3,EBY-GNUR_1,EBY-GNUR_2,EBY-GNUR_3,JGI_annotation,KEGG_annotation,Metabolic_Summary
jgi|Sacce1|6218|YPL136W,0.73,0.19,0.1,1.07,0.24,0.14,1.1,1.9,1.18,1.14,0.88,2.7,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 23
}
])"
jgi|Sacce1|6219|YPL135W,191.9,215.79,210.81,1815.72,287.04,256.06,1920.99,1517.11,2075.84,1716.09,1662.85,1360.21,,"K22068 iron-sulfur cluster assembly enzyme ISCU, mitochondrial | (RefSeq) ISU1, NUA1; iron-binding protein ISU1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 19
}
])"
jgi|Sacce1|621|YCL025C,244.56,259.9,292.12,726.94,285.39,285.14,810.71,798.77,750.12,659.9,688.11,486.19,,"K16261 yeast amino acid transporter | (RefSeq) AGP1, WAP1, YCC5; amino acid transporter AGP1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
])"
jgi|Sacce1|6220|YPL135C-A,0.85,1.39,0.66,7.53,1.81,0.91,5.72,7.04,10.55,4.51,7.48,10.26,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
])"
jgi|Sacce1|6221|YPL134C,35.08,35.3,32.67,186.73,51.57,45.41,167.41,141.04,154.15,404.92,387.42,405.31,,"K15110 solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21 | (RefSeq) ODC1; mitochondrial 2-oxodicarboxylate carrier","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
}
])"
jgi|Sacce1|6222|YPL133C,22.17,22.75,21.62,64.0,29.18,29.99,61.78,60.15,58.27,59.95,63.64,63.01,,K27389 transcription activator of gluconeogenesis | (RefSeq) RDS2; gluconeogenesis transcription factor RDS2,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
])"
jgi|Sacce1|6223|YPL132W,36.49,34.86,38.88,39.76,41.64,43.83,28.96,31.97,35.54,55.5,56.11,63.62,,"K02258 cytochrome c oxidase assembly protein subunit 11 | (RefSeq) COX11, LPI13, PSO7; Cox11p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 47
}
])"
jgi|Sacce1|6224|YPL131W,3970.32,4123.33,4041.63,380.14,3456.27,3258.2,400.13,454.49,297.48,1028.87,1141.36,1187.1,,"K02932 large subunit ribosomal protein L5e | (RefSeq) RPL5, LPI14, RPL1; ribosomal 60S subunit protein L5","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 41
}
])"
jgi|Sacce1|6225|YPL130W,1.1,0.98,1.48,0.78,1.07,1.1,0.94,0.87,0.43,1.97,1.65,0.63,,no KO assigned | (RefSeq) SPO19; Spo19p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 39
}
])"
jgi|Sacce1|6226|YPL129W,189.21,190.59,191.17,77.46,184.22,192.45,72.33,64.99,70.42,120.05,121.68,125.25,,"K03140 transcription initiation factor TFIID/TFIIF subunit | (RefSeq) TAF14, ANC1, SWP29, TAF30, TFG3; TATA-binding protein-associated factor TAF14","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 33
}
])"
jgi|Sacce1|6227|YPL128C,41.1,44.15,43.63,11.4,19.87,22.22,6.46,7.46,7.27,12.75,11.51,14.4,,"K22485 protein TBF1 | (RefSeq) TBF1, LPI16; Tbf1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 30
}
])"
jgi|Sacce1|6228|YPL127C,105.68,97.3,98.39,76.14,93.43,85.37,87.76,87.83,94.79,73.74,61.86,83.47,,K11275 histone H1/5 | (RefSeq) HHO1; histone H1,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 26
}
])"
jgi|Sacce1|6229|YPL126W,160.91,175.76,173.63,31.34,98.68,103.17,29.14,30.06,24.26,49.4,72.1,46.97,,"K14552 NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17) | (RefSeq) NAN1, UTP17; Nan1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 22
}
])"
jgi|Sacce1|622|YCL023C,0.21,0.0,0.33,0.0,0.13,0.0,0.0,0.17,0.14,0.35,0.19,0.0,,,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C622%7CYCL023C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|6230|YPL125W,41.62,45.49,46.8,37.17,36.44,36.96,21.33,30.58,28.27,37.25,34.91,34.87,,"K25201 importin-11 | (RefSeq) KAP120, LPH2; karyopherin KAP120","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
])"
jgi|Sacce1|6231|YPL124W,16.59,16.82,17.01,5.76,14.92,14.83,6.41,4.82,9.13,9.02,9.13,9.72,,"no KO assigned | (RefSeq) SPC29, LPH3, NIP29; Spc29p","The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, integrating this data with genomics to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|6232|YPL123C,12.42,12.29,13.89,165.48,51.26,50.75,115.84,139.94,149.46,97.98,85.98,100.8,Ribonuclease T2,K01166 ribonuclease T2 [EC:4.6.1.19] | (RefSeq) RNY1; ribonuclease T2,"This gene synthesizes ribonuclease T2, an enzyme that cleaves single-stranded RNA by catalyzing endonucleolytic cleavage and hydrolyzing cyclic products to form 3'-nucleotides."
jgi|Sacce1|6233|YPL122C,37.88,40.4,43.21,30.59,31.03,32.11,23.06,24.66,24.38,28.12,30.67,28.71,,K03144 transcription initiation factor TFIIH subunit 4 | (RefSeq) TFB2; TFIIH/NER complex subunit TFB2,"Skipped (Web scraping error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))"
jgi|Sacce1|6234|YPL121C,0.07,0.21,0.11,0.49,0.13,0.08,0.34,0.17,0.22,0.45,0.49,0.47,,"K10992 Swi5-dependent recombination DNA repair protein 1 | (RefSeq) MEI5, LPH6; Mei5p",No specific metabolic synthesis information found.
jgi|Sacce1|6235|YPL120W,16.91,16.33,17.8,33.54,22.78,23.08,27.89,30.38,34.44,21.76,18.85,21.05,,"K08334 beclin | (RefSeq) VPS30, APG6, ATG6, VPT30; beclin 1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 42
}
])"
jgi|Sacce1|6236|YPL119C-A,5.78,6.15,5.22,101.01,9.53,10.15,57.59,82.85,50.16,23.99,35.48,30.24,,no KO assigned | (RefSeq) uncharacterized protein,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 39
}
])"
jgi|Sacce1|6237|YPL119C,4.09,4.53,4.77,147.26,14.71,13.24,159.9,161.74,181.4,55.79,50.17,60.76,,"K11594 ATP-dependent RNA helicase DDX3X [EC:5.6.2.7] | (RefSeq) DBP1, LPH8; putative DEAD-box ATP-dependent RNA helicase DBP1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 36
}
])"
jgi|Sacce1|6238|YPL118W,103.26,110.21,113.11,135.98,145.67,146.67,97.53,104.03,102.35,158.03,150.58,179.06,,"no KO assigned | (RefSeq) MRP51, bS1m; mitochondrial 37S ribosomal protein MRP51","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 33
}
])"
jgi|Sacce1|6239|YPL117C,426.37,441.71,435.12,496.8,351.31,357.39,462.9,420.14,424.13,535.29,579.56,452.34,Isopentenyl-diphosphate delta-isomerase,"K01823 isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2] | (RefSeq) IDI1, BOT2, LPH10; isopentenyl-diphosphate delta-isomerase IDI1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 23
}
])"
jgi|Sacce1|623|YCL024W,18.33,19.86,20.4,3.96,13.63,14.96,4.97,5.53,6.02,9.7,7.92,7.52,,K18639 serine/threonine-protein kinase KCC4 [EC:2.7.11.1] | (RefSeq) KCC4; serine/threonine protein kinase,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
])"
jgi|Sacce1|6240|YPL116W,33.38,34.59,35.71,17.9,28.45,29.85,13.92,16.3,19.11,17.45,15.25,17.98,Acetylspermidine deacetylase,K11484 histone deacetylase HOS3 [EC:3.5.1.98] | (RefSeq) HOS3; histone deacetylase,"This gene synthesizes a histone deacetylase, an enzyme that removes acetyl groups from histone proteins and plays a key role in regulating gene expression and cell proliferation."
jgi|Sacce1|6241|YPL115C,25.88,27.41,27.99,16.23,22.32,22.72,12.7,12.74,15.6,17.74,17.21,16.95,,K19840 Rho-type GTPase-activating protein | (RefSeq) BEM3; GTPase-activating protein BEM3,No specific metabolic synthesis information found.
jgi|Sacce1|6242|YPL114W,13.35,15.8,15.94,23.24,12.3,11.14,29.41,34.02,29.57,25.85,21.37,28.51,,,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C6242%7CYPL114W+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|6243|YPL113C,2.19,2.47,2.22,21.45,13.09,13.11,16.18,15.48,21.18,11.95,9.89,12.57,,no KO assigned | (RefSeq) glyoxylate reductase,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, linking them with genomic data to study nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|6244|YPL112C,82.57,87.13,89.3,52.53,63.92,62.5,40.24,46.07,43.03,56.34,55.11,51.32,,no KO assigned | (RefSeq) PEX25; Pex25p,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C6244%7CYPL112C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|6245|YPL111W,256.03,292.02,293.78,116.91,144.19,136.18,113.48,120.44,102.25,457.87,488.23,427.35,Arginase,"K01476 arginase [EC:3.5.3.1] | (RefSeq) CAR1, LPH15; arginase","This gene encodes arginase, an enzyme that catalyzes the hydrolysis of L-arginine into L-ornithine and urea, and is part of arginine biosynthesis and arginine and proline metabolism pathways."
jgi|Sacce1|6246|YPL110C,16.61,16.73,17.05,18.5,22.83,23.18,18.59,20.84,20.75,16.18,16.88,18.03,,K18696 glycerophosphodiester phosphodiesterase [EC:3.1.4.46] | (RefSeq) GDE1; glycerophosphocholine phosphodiesterase,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 29
}
])"
jgi|Sacce1|6247|YPL109C,14.89,14.41,15.89,64.72,25.08,27.45,50.82,62.08,58.41,39.75,41.75,39.45,,"K08869 aarF domain-containing kinase | (RefSeq) CQD1, MCO76; Cqd1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 26
}
])"
jgi|Sacce1|6248|YPL108W,29.01,33.8,32.96,17.58,24.99,22.81,16.6,12.31,17.44,22.36,18.35,19.58,,no KO assigned | (RefSeq) uncharacterized protein,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 24
}
])"
jgi|Sacce1|6249|YPL107W,52.01,48.34,55.09,182.61,55.87,56.08,256.52,227.07,271.72,118.52,121.47,119.44,,no KO assigned | (RefSeq) DPC25; Dpc25p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 21
}
])"
jgi|Sacce1|624|YCL022C,0.14,0.33,0.3,0.0,0.17,0.1,0.09,0.11,0.0,0.23,0.0,0.2,,,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C624%7CYCL022C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|6250|YPL106C,583.54,587.19,617.85,669.45,509.14,510.0,519.62,443.48,437.27,983.26,943.7,909.14,,"K09485 heat shock protein 110kDa | (RefSeq) SSE1, LPG3, MSI3; adenyl-nucleotide exchange factor SSE1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
])"
jgi|Sacce1|6251|YPL105C,50.72,59.35,52.75,42.55,48.87,48.17,36.75,36.46,37.09,48.2,45.15,42.61,,"K18730 PERQ amino acid-rich with GYF domain-containing protein | (RefSeq) SYH1, MYR1; Syh1p",No specific metabolic synthesis information found.
jgi|Sacce1|6252|YPL104W,21.86,22.11,22.48,15.08,21.36,21.06,10.41,11.0,12.71,23.37,21.39,24.41,Aspartate--tRNA ligase,"K01876 aspartyl-tRNA synthetase [EC:6.1.1.12] | (RefSeq) MSD1, LPG5; aspartate--tRNA ligase MSD1","The gene 'jgi|Sacce1|6252|YPL104W' encodes aspartyl-tRNA synthetase, an enzyme involved in aminoacyl-tRNA biosynthesis and specifically catalyzes the ligation of L-aspartate to tRNA(Asp)."
jgi|Sacce1|6253|YPL103C,29.56,28.91,30.63,15.04,38.99,40.35,11.71,11.28,13.22,29.66,25.38,27.4,,K13985 N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54] | (RefSeq) FMP30; N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 41
}
])"
